cust_id,cust_segment,cust_topologytype,cust_devicepin,cust_mgmtstn,cust_secstation,cust_dnac,techsupport_sw_type,techsupport_uptime,techsupport_cpu,techsupport_memory,techsupport_hastate,techsupport_version,techsupport_sl,techsupport_systemmtu,l2_vtp,l2_cdp,l2_lldp,l2_udld,l2_udldAgg,l2_pagp,l2_lacp,l2_on,l2_l2ec,l2_pvst,l2_rstp,l2_mst,l2_stormBcast,l2_stormMcast,l2_uufb,l2_access,l2_trunk,l2_vlan,l2_errdisableRec,l2_macacl,l3v4_l3ec,l3v4_l3if,l3v4_tunnel,l3v4_l3dot1q,l3v4_svi,l3v4_ospfv4,l3v4_eigrpv4,l3v4_ripv4,l3v4_isis,l3v4_bgp,l3v4_static,l3v4_ipacl,l3v4_bfdv4,l3v6_ipv6acl,l3v6_ospfv6,l3v6_eigrpv6,l3v6_bfdv6,sec_portsec,sec_dot1x,sec_mab,sec_webauth,sec_vvlan,sec_ctsSAP,sec_radiusv4,sec_radiusv6,sec_tacac,sec_dhcpSnoop,mcast_mcast,mcast_mcastv6,mcast_igmp,mcast_pim,mcast_pimv6,mcast_mld,mcast_msdp,policy_qos,policy_police,policy_mark,policy_shape,policy_fnf,platform_autoconf,platform_template,platform_asp,platform_svl,platform_stack,platform_len_stk,service_dhcpServer,service_dns,service_span,service_rspan,service_erspan,service_http,service_https,service_callhome,mgmt_tftp,mgmt_ftp,mgmt_mgmt,mgmt_archiveLogging,mgmt_snmpv1,mgmt_snmpv2,mgmt_snmpv3,mgmt_snmp,mgmt_snmpTrap,mgmt_syslog,mgmt_ssh,mgmt_telnet,prog_mdns,mpls_mpls,up_count,access_ports_count,trunk_ports_count,l3_ports_count,up_tunnel_count,loopback_count,ipv6_ports_count,pim_ports_count,pimv6_ports_count,dot1q_ports_count,policy_map_count,class_map_count,span_count,acl_count,v6acl_count,macacl_count,static_route_count,bfd_count,l2_po_count,l3_po_count,ipv6_count,qos_count,psec_count,dot1x_count,mab_count,webauth_count,svi_count,vrf_count,ospf_count,eigrp_count,bgp_count,rip_count,ospf_peer_count,eigrp_peer_count,rip_peer_count,bgp_peer_count,isis_peer_count,flow_mon_count,flow_rec_count,flow_exp_count,mac,policy_autoQos,policy_Copp,policy_ecIngressQos,policy_ecEgressQos,policy_ingressPolicing,policy_egressPolicing,policy_egressShping,policy_WRED,policy_QoSSharing,policy_Inv4Acl,policy_Egressv4Acl,policy_Inv6Acl,policy_Egressv6Acl,policy_v4OGACL,policy_v6OGACL,mpls_ldp,mpls_mplsTE,mpls_vpnv4,mpls_vpnv6,mpls_l2vpn,mpls_6pe,mpls_bgpLU,mpls_mvpn,mpls_ngMvpn,sec_qnq,sec_macsec,l3_bfd,l3_udld,l2_dhcpSnooping,l3_hsrp,mcast_igmpStaticJoin,l3_bfd_template,policy_fnfSGT,policy_fnfV6,sec_ctsSGTMAP,sec_httpLocalAuth,sec_SXP,sec_CoA,sec_accounting,sec_v6RAGuard,prog_netconf,misc_snmp_trap,evpn_evpnEnable,evpn_bgp,evpn_l2vni,evpn_l3vni,evpn_l3trmV4,evpn_l3trmV6,sda_ipv4Overlay,sda_ipv6Overlay,sda_l2Overlay,sda_multicast,sda_controlPlane,retailwt,govtwt,healthwt,ngewt,educationwt,financewt,pewt,ngevpnwt,sdawt
516284,5,3 tier,1,,,,,,,,Simplex,0,,,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,5,0,1,0,0,5,1,1,0,5,0,0,0,0,5,5,5,1,0,5,0,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,1,5,0,0,5,5,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1355,157,44,30,0,4,0,0,0,0,3,41,4,10,3,0,6,0,30,3,0,1,0,1149,1149,1149,28,8,3,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0,65.0,55.0,55.0,87.0,60.0,50.0,50.0,50.0
